airline,orignum,deptime,depdelay,arrdelay,cancelled,distance
19393.00,72.00,0.00,0.00,0.00,1.00,239.00
19393.00,76.00,0.00,0.00,0.00,1.00,486.00
19393.00,76.00,0.00,0.00,0.00,1.00,226.00
19393.00,76.00,0.00,0.00,0.00,1.00,373.00
20409.00,76.00,0.00,0.00,0.00,1.00,2465.00
20409.00,70.00,0.00,0.00,0.00,1.00,1069.00
20409.00,66.00,0.00,0.00,0.00,1.00,301.00
20409.00,84.00,0.00,0.00,0.00,1.00,1005.00
20409.00,74.00,0.00,0.00,0.00,1.00,1005.00
20409.00,74.00,0.00,0.00,0.00,1.00,1069.00
20409.00,76.00,0.00,0.00,0.00,1.00,2475.00
20409.00,69.00,0.00,0.00,0.00,1.00,937.00
20409.00,77.00,0.00,0.00,0.00,1.00,937.00
20409.00,80.00,0.00,0.00,0.00,1.00,2300.00
20409.00,66.00,0.00,0.00,0.00,1.00,2300.00
20409.00,74.00,0.00,0.00,0.00,1.00,1598.00
20409.00,76.00,0.00,0.00,0.00,1.00,1076.00
20409.00,70.00,0.00,0.00,0.00,1.00,1069.00
20409.00,80.00,0.00,0.00,0.00,1.00,1028.00
20409.00,74.00,0.00,0.00,0.00,1.00,1028.00
20409.00,74.00,0.00,0.00,0.00,1.00,1074.00
20409.00,74.00,0.00,0.00,0.00,1.00,1069.00
20409.00,74.00,0.00,0.00,0.00,1.00,2465.00
20409.00,70.00,0.00,0.00,0.00,1.00,1069.00
20409.00,79.00,0.00,0.00,0.00,1.00,740.00
20409.00,77.00,0.00,0.00,0.00,1.00,944.00
20409.00,74.00,0.00,0.00,0.00,1.00,944.00
20409.00,69.00,0.00,0.00,0.00,1.00,1023.00
20409.00,70.00,0.00,0.00,0.00,1.00,1076.00
20409.00,77.00,0.00,0.00,0.00,1.00,1121.00
20409.00,74.00,0.00,0.00,0.00,1.00,1041.00
20409.00,83.00,0.00,0.00,0.00,1.00,1041.00
20409.00,66.00,0.00,0.00,0.00,1.00,1121.00
20409.00,76.00,0.00,0.00,0.00,1.00,2248.00
20409.00,68.00,0.00,0.00,0.00,1.00,1626.00
20409.00,74.00,0.00,0.00,0.00,1.00,1626.00
20409.00,74.00,0.00,0.00,0.00,1.00,2569.00
20409.00,83.00,0.00,0.00,0.00,1.00,2569.00
20409.00,77.00,0.00,0.00,0.00,1.00,950.00
20409.00,74.00,0.00,0.00,0.00,1.00,1598.00
20409.00,83.00,0.00,0.00,0.00,1.00,1046.00
20409.00,77.00,0.00,0.00,0.00,1.00,1011.00
20409.00,69.00,0.00,0.00,0.00,1.00,200.00
20409.00,66.00,0.00,0.00,0.00,1.00,200.00
20409.00,74.00,0.00,0.00,0.00,1.00,273.00
20409.00,69.00,0.00,0.00,0.00,1.00,1065.00
20409.00,70.00,0.00,0.00,0.00,1.00,1069.00
20409.00,74.00,0.00,0.00,0.00,1.00,1069.00
20409.00,74.00,0.00,0.00,0.00,1.00,209.00
20409.00,66.00,0.00,0.00,0.00,1.00,266.00
20409.00,66.00,0.00,0.00,0.00,1.00,187.00
20409.00,74.00,0.00,0.00,0.00,1.00,187.00
20409.00,74.00,0.00,0.00,0.00,1.00,266.00
20409.00,80.00,0.00,0.00,0.00,1.00,273.00
20409.00,74.00,0.00,0.00,0.00,1.00,541.00
20409.00,67.00,0.00,0.00,0.00,1.00,541.00
20409.00,74.00,0.00,0.00,0.00,1.00,264.00
20409.00,83.00,0.00,0.00,0.00,1.00,209.00
20409.00,74.00,0.00,0.00,0.00,1.00,1182.00
20409.00,72.00,0.00,0.00,0.00,1.00,1428.00
20409.00,74.00,0.00,0.00,0.00,1.00,427.00
20409.00,74.00,0.00,0.00,0.00,1.00,273.00
20409.00,74.00,0.00,0.00,0.00,1.00,266.00
20409.00,82.00,0.00,0.00,0.00,1.00,427.00
20409.00,79.00,0.00,0.00,0.00,1.00,867.00
20409.00,66.00,0.00,0.00,0.00,1.00,867.00
20409.00,66.00,0.00,0.00,0.00,1.00,187.00
20409.00,74.00,0.00,0.00,0.00,1.00,187.00
20409.00,74.00,0.00,0.00,0.00,1.00,301.00
20409.00,66.00,0.00,0.00,0.00,1.00,301.00
20409.00,82.00,0.00,0.00,0.00,1.00,474.00
20409.00,66.00,0.00,0.00,0.00,1.00,301.00
20409.00,74.00,0.00,0.00,0.00,1.00,301.00
20366.00,73.00,0.00,0.00,0.00,1.00,229.00
20366.00,76.00,0.00,0.00,0.00,1.00,229.00
20366.00,69.00,0.00,0.00,0.00,1.00,246.00
20366.00,77.00,0.00,0.00,0.00,1.00,1167.00
20366.00,71.00,0.00,0.00,0.00,1.00,445.00
20366.00,86.00,0.00,0.00,0.00,1.00,641.00
20366.00,67.00,0.00,0.00,0.00,1.00,628.00
20366.00,69.00,0.00,0.00,0.00,1.00,628.00
20366.00,69.00,0.00,0.00,0.00,1.00,725.00
20366.00,65.00,0.00,0.00,0.00,1.00,746.00
20366.00,69.00,0.00,0.00,0.00,1.00,746.00
20366.00,67.00,0.00,0.00,0.00,1.00,912.00
20366.00,69.00,0.00,0.00,0.00,1.00,569.00
20366.00,67.00,0.00,0.00,0.00,1.00,628.00
20366.00,69.00,0.00,0.00,0.00,1.00,628.00
20366.00,83.00,0.00,0.00,0.00,1.00,872.00
20366.00,65.00,0.00,0.00,0.00,1.00,746.00
20366.00,69.00,0.00,0.00,0.00,1.00,746.00
20366.00,69.00,0.00,0.00,0.00,1.00,946.00
20366.00,77.00,0.00,0.00,0.00,1.00,946.00
20366.00,82.00,0.00,0.00,0.00,1.00,277.00
20366.00,66.00,0.00,0.00,0.00,1.00,748.00
20366.00,73.00,0.00,0.00,0.00,1.00,429.00
20366.00,84.00,0.00,0.00,0.00,1.00,429.00
20366.00,73.00,0.00,0.00,0.00,1.00,100.00
20366.00,68.00,0.00,0.00,0.00,1.00,488.00
20366.00,82.00,0.00,0.00,0.00,1.00,416.00
20366.00,83.00,0.00,0.00,0.00,1.00,190.00
20366.00,65.00,0.00,0.00,0.00,1.00,158.00
20366.00,68.00,0.00,0.00,0.00,1.00,158.00
20366.00,68.00,0.00,0.00,0.00,1.00,190.00
20366.00,69.00,0.00,0.00,0.00,1.00,594.00
20366.00,77.00,0.00,0.00,0.00,1.00,725.00
20366.00,86.00,0.00,0.00,0.00,1.00,528.00
20366.00,66.00,0.00,0.00,0.00,1.00,562.00
20366.00,66.00,0.00,0.00,0.00,1.00,748.00
20366.00,69.00,0.00,0.00,0.00,1.00,748.00
20366.00,66.00,0.00,0.00,0.00,1.00,657.00
20366.00,68.00,0.00,0.00,0.00,1.00,533.00
20366.00,69.00,0.00,0.00,0.00,1.00,533.00
20366.00,69.00,0.00,0.00,0.00,1.00,872.00
20366.00,67.00,0.00,0.00,0.00,1.00,529.00
20366.00,69.00,0.00,0.00,0.00,1.00,1325.00
20366.00,83.00,0.00,0.00,0.00,1.00,708.00
20366.00,69.00,0.00,0.00,0.00,1.00,746.00
20366.00,73.00,0.00,0.00,0.00,1.00,229.00
20366.00,76.00,0.00,0.00,0.00,1.00,229.00
20366.00,65.00,0.00,0.00,0.00,1.00,746.00
20366.00,68.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,199.00
20366.00,67.00,0.00,0.00,0.00,1.00,529.00
20366.00,69.00,0.00,0.00,0.00,1.00,645.00
20366.00,69.00,0.00,0.00,0.00,1.00,1008.00
20366.00,69.00,0.00,0.00,0.00,1.00,1092.00
20366.00,82.00,0.00,0.00,0.00,1.00,277.00
20366.00,80.00,0.00,0.00,0.00,1.00,489.00
20366.00,69.00,0.00,0.00,0.00,1.00,1215.00
20366.00,67.00,0.00,0.00,0.00,1.00,463.00
20366.00,69.00,0.00,0.00,0.00,1.00,463.00
20366.00,69.00,0.00,0.00,0.00,1.00,463.00
20366.00,68.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,820.00
20366.00,74.00,0.00,0.00,0.00,1.00,820.00
20366.00,69.00,0.00,0.00,0.00,1.00,488.00
20366.00,69.00,0.00,0.00,0.00,1.00,488.00
20366.00,69.00,0.00,0.00,0.00,1.00,645.00
20366.00,73.00,0.00,0.00,0.00,1.00,645.00
20366.00,67.00,0.00,0.00,0.00,1.00,463.00
20366.00,73.00,0.00,0.00,0.00,1.00,1034.00
20366.00,68.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,199.00
20366.00,69.00,0.00,0.00,0.00,1.00,277.00
20366.00,77.00,0.00,0.00,0.00,1.00,1008.00
20366.00,69.00,0.00,0.00,0.00,1.00,708.00
20366.00,69.00,0.00,0.00,0.00,1.00,284.00
20366.00,80.00,0.00,0.00,0.00,1.00,284.00
20366.00,69.00,0.00,0.00,0.00,1.00,708.00
20366.00,83.00,0.00,0.00,0.00,1.00,708.00
20366.00,69.00,0.00,0.00,0.00,1.00,667.00
20366.00,69.00,0.00,0.00,0.00,1.00,667.00
20366.00,73.00,0.00,0.00,0.00,1.00,645.00
20366.00,69.00,0.00,0.00,0.00,1.00,416.00
20366.00,69.00,0.00,0.00,0.00,1.00,569.00
20366.00,69.00,0.00,0.00,0.00,1.00,1017.00
20366.00,83.00,0.00,0.00,0.00,1.00,872.00
20366.00,67.00,0.00,0.00,0.00,1.00,569.00
20366.00,82.00,0.00,0.00,0.00,1.00,277.00
20366.00,77.00,0.00,0.00,0.00,1.00,429.00
20366.00,88.00,0.00,0.00,0.00,1.00,438.00
20366.00,72.00,0.00,0.00,0.00,1.00,295.00
20366.00,77.00,0.00,0.00,0.00,1.00,622.00
20366.00,76.00,0.00,0.00,0.00,1.00,374.00
20366.00,69.00,0.00,0.00,0.00,1.00,1008.00
20366.00,77.00,0.00,0.00,0.00,1.00,1008.00
20366.00,65.00,0.00,0.00,0.00,1.00,853.00
20366.00,71.00,0.00,0.00,0.00,1.00,445.00
20366.00,88.00,0.00,0.00,0.00,1.00,1131.00
20366.00,74.00,0.00,0.00,0.00,1.00,820.00
20366.00,77.00,0.00,0.00,0.00,1.00,1008.00
20366.00,77.00,0.00,0.00,0.00,1.00,403.00
20366.00,68.00,0.00,0.00,0.00,1.00,533.00
20366.00,76.00,0.00,0.00,0.00,1.00,301.00
20366.00,66.00,0.00,0.00,0.00,1.00,169.00
20366.00,69.00,0.00,0.00,0.00,1.00,529.00
20366.00,82.00,0.00,0.00,0.00,1.00,416.00
20366.00,67.00,0.00,0.00,0.00,1.00,419.00
20366.00,82.00,0.00,0.00,0.00,1.00,431.00
20366.00,71.00,0.00,0.00,0.00,1.00,461.00
20366.00,76.00,0.00,0.00,0.00,1.00,254.00
20366.00,66.00,0.00,0.00,0.00,1.00,533.00
20366.00,67.00,0.00,0.00,0.00,1.00,479.00
20366.00,76.00,0.00,0.00,0.00,1.00,461.00
20366.00,76.00,0.00,0.00,0.00,1.00,479.00
20366.00,67.00,0.00,0.00,0.00,1.00,544.00
20366.00,65.00,0.00,0.00,0.00,1.00,143.00
20366.00,69.00,0.00,0.00,0.00,1.00,143.00
20366.00,82.00,0.00,0.00,0.00,1.00,277.00
20366.00,67.00,0.00,0.00,0.00,1.00,529.00
20366.00,67.00,0.00,0.00,0.00,1.00,201.00
20366.00,67.00,0.00,0.00,0.00,1.00,419.00
20366.00,76.00,0.00,0.00,0.00,1.00,419.00
20366.00,69.00,0.00,0.00,0.00,1.00,642.00
20366.00,82.00,0.00,0.00,0.00,1.00,254.00
20366.00,77.00,0.00,0.00,0.00,1.00,1008.00
20366.00,65.00,0.00,0.00,0.00,1.00,803.00
20366.00,66.00,0.00,0.00,0.00,1.00,292.00
20366.00,76.00,0.00,0.00,0.00,1.00,254.00
20366.00,76.00,0.00,0.00,0.00,1.00,292.00
20366.00,76.00,0.00,0.00,0.00,1.00,378.00
20366.00,76.00,0.00,0.00,0.00,1.00,292.00
20366.00,74.00,0.00,0.00,0.00,1.00,228.00
20366.00,73.00,0.00,0.00,0.00,1.00,228.00
20366.00,74.00,0.00,0.00,0.00,1.00,228.00
20366.00,73.00,0.00,0.00,0.00,1.00,228.00
20366.00,67.00,0.00,0.00,0.00,1.00,529.00
20366.00,69.00,0.00,0.00,0.00,1.00,277.00
20366.00,67.00,0.00,0.00,0.00,1.00,322.00
20366.00,73.00,0.00,0.00,0.00,1.00,191.00
20366.00,69.00,0.00,0.00,0.00,1.00,277.00
20366.00,67.00,0.00,0.00,0.00,1.00,569.00
20366.00,79.00,0.00,0.00,0.00,1.00,491.00
20366.00,84.00,0.00,0.00,0.00,1.00,419.00
20366.00,67.00,0.00,0.00,0.00,1.00,419.00
20366.00,76.00,0.00,0.00,0.00,1.00,419.00
20366.00,73.00,0.00,0.00,0.00,1.00,261.00
20366.00,65.00,0.00,0.00,0.00,1.00,632.00
20366.00,76.00,0.00,0.00,0.00,1.00,423.00
20366.00,77.00,0.00,0.00,0.00,1.00,926.00
20366.00,65.00,0.00,0.00,0.00,1.00,359.00
20366.00,84.00,0.00,0.00,0.00,1.00,475.00
20366.00,68.00,0.00,0.00,0.00,1.00,576.00
20366.00,68.00,0.00,0.00,0.00,1.00,637.00
20366.00,67.00,0.00,0.00,0.00,1.00,212.00
20366.00,70.00,0.00,0.00,0.00,1.00,483.00
20366.00,73.00,0.00,0.00,0.00,1.00,212.00
20366.00,73.00,0.00,0.00,0.00,1.00,177.00
20398.00,67.00,0.00,0.00,0.00,1.00,305.00
20398.00,76.00,0.00,0.00,0.00,1.00,305.00
20398.00,67.00,0.00,0.00,0.00,1.00,599.00
20398.00,76.00,0.00,0.00,0.00,1.00,888.00
20398.00,74.00,0.00,0.00,0.00,1.00,483.00
20398.00,76.00,0.00,0.00,0.00,1.00,405.00
20398.00,82.00,0.00,0.00,0.00,1.00,405.00
20398.00,77.00,0.00,0.00,0.00,1.00,303.00
20398.00,83.00,0.00,0.00,0.00,1.00,888.00
20398.00,74.00,0.00,0.00,0.00,1.00,425.00
20398.00,77.00,0.00,0.00,0.00,1.00,622.00
20398.00,74.00,0.00,0.00,0.00,1.00,765.00
20398.00,67.00,0.00,0.00,0.00,1.00,425.00
20398.00,83.00,0.00,0.00,0.00,1.00,888.00
20398.00,74.00,0.00,0.00,0.00,1.00,589.00
20398.00,83.00,0.00,0.00,0.00,1.00,719.00
20398.00,76.00,0.00,0.00,0.00,1.00,552.00
20398.00,74.00,0.00,0.00,0.00,1.00,184.00
20398.00,68.00,0.00,0.00,0.00,1.00,719.00
20398.00,76.00,0.00,0.00,0.00,1.00,292.00
20398.00,76.00,0.00,0.00,0.00,1.00,292.00
20398.00,82.00,0.00,0.00,0.00,1.00,292.00
20398.00,66.00,0.00,0.00,0.00,1.00,184.00
20398.00,66.00,0.00,0.00,0.00,1.00,765.00
20398.00,84.00,0.00,0.00,0.00,1.00,1005.00
20398.00,76.00,0.00,0.00,0.00,1.00,888.00
20398.00,67.00,0.00,0.00,0.00,1.00,135.00
20398.00,74.00,0.00,0.00,0.00,1.00,290.00
20398.00,68.00,0.00,0.00,0.00,1.00,213.00
20398.00,74.00,0.00,0.00,0.00,1.00,340.00
20366.00,69.00,0.00,0.00,0.00,1.00,569.00
20398.00,73.00,0.00,0.00,0.00,1.00,665.00
20398.00,71.00,0.00,0.00,0.00,1.00,461.00
20398.00,76.00,0.00,0.00,0.00,1.00,461.00
20398.00,74.00,0.00,0.00,0.00,1.00,665.00
20398.00,76.00,0.00,0.00,0.00,1.00,479.00
20398.00,74.00,0.00,0.00,0.00,1.00,427.00
20398.00,82.00,0.00,0.00,0.00,1.00,427.00
20398.00,82.00,0.00,0.00,0.00,1.00,227.00
20398.00,82.00,0.00,0.00,0.00,1.00,431.00
20398.00,76.00,0.00,0.00,0.00,1.00,647.00
20398.00,84.00,0.00,0.00,0.00,1.00,647.00
20398.00,76.00,0.00,0.00,0.00,1.00,431.00
20398.00,68.00,0.00,0.00,0.00,1.00,549.00
20398.00,76.00,0.00,0.00,0.00,1.00,1085.00
20398.00,82.00,0.00,0.00,0.00,1.00,427.00
20398.00,74.00,0.00,0.00,0.00,1.00,427.00
20398.00,82.00,0.00,0.00,0.00,1.00,427.00
20398.00,68.00,0.00,0.00,0.00,1.00,213.00
20398.00,74.00,0.00,0.00,0.00,1.00,213.00
20398.00,74.00,0.00,0.00,0.00,1.00,427.00
20398.00,79.00,0.00,0.00,0.00,1.00,522.00
20398.00,76.00,0.00,0.00,0.00,1.00,461.00
20398.00,74.00,0.00,0.00,0.00,1.00,213.00
20398.00,76.00,0.00,0.00,0.00,1.00,1085.00
20398.00,67.00,0.00,0.00,0.00,1.00,479.00
20398.00,71.00,0.00,0.00,0.00,1.00,294.00
20398.00,77.00,0.00,0.00,0.00,1.00,294.00
20398.00,68.00,0.00,0.00,0.00,1.00,502.00
20398.00,68.00,0.00,0.00,0.00,1.00,227.00
20398.00,82.00,0.00,0.00,0.00,1.00,227.00
20398.00,68.00,0.00,0.00,0.00,1.00,502.00
20398.00,80.00,0.00,0.00,0.00,1.00,340.00
20398.00,68.00,0.00,0.00,0.00,1.00,227.00
20398.00,76.00,0.00,0.00,0.00,1.00,659.00
20398.00,83.00,0.00,0.00,0.00,1.00,659.00
20398.00,76.00,0.00,0.00,0.00,1.00,431.00
20398.00,82.00,0.00,0.00,0.00,1.00,431.00
20398.00,83.00,0.00,0.00,0.00,1.00,659.00
20398.00,76.00,0.00,0.00,0.00,1.00,502.00
20398.00,82.00,0.00,0.00,0.00,1.00,292.00
20398.00,76.00,0.00,0.00,0.00,1.00,764.00
20398.00,82.00,0.00,0.00,0.00,1.00,427.00
20398.00,68.00,0.00,0.00,0.00,1.00,227.00
20398.00,82.00,0.00,0.00,0.00,1.00,227.00
20398.00,68.00,0.00,0.00,0.00,1.00,227.00
20398.00,76.00,0.00,0.00,0.00,1.00,549.00
20398.00,66.00,0.00,0.00,0.00,1.00,764.00
20398.00,80.00,0.00,0.00,0.00,1.00,530.00
20398.00,71.00,0.00,0.00,0.00,1.00,500.00
20398.00,71.00,0.00,0.00,0.00,1.00,461.00
20398.00,76.00,0.00,0.00,0.00,1.00,502.00
20398.00,76.00,0.00,0.00,0.00,1.00,659.00
20398.00,74.00,0.00,0.00,0.00,1.00,213.00
20398.00,66.00,0.00,0.00,0.00,1.00,764.00
20398.00,69.00,0.00,0.00,0.00,1.00,719.00
20398.00,79.00,0.00,0.00,0.00,1.00,719.00
20398.00,76.00,0.00,0.00,0.00,1.00,764.00
20398.00,76.00,0.00,0.00,0.00,1.00,296.00
20398.00,79.00,0.00,0.00,0.00,1.00,296.00
20398.00,77.00,0.00,0.00,0.00,1.00,334.00
20398.00,79.00,0.00,0.00,0.00,1.00,334.00
20304.00,84.00,0.00,0.00,0.00,1.00,224.00
20304.00,76.00,0.00,0.00,0.00,1.00,315.00
20304.00,70.00,0.00,0.00,0.00,1.00,259.00
20304.00,83.00,0.00,0.00,0.00,1.00,89.00
20304.00,76.00,0.00,0.00,0.00,1.00,954.00
20304.00,83.00,0.00,0.00,0.00,1.00,954.00
20304.00,83.00,0.00,0.00,0.00,1.00,86.00
20304.00,83.00,0.00,0.00,0.00,1.00,86.00
20304.00,83.00,0.00,0.00,0.00,1.00,86.00
20304.00,65.00,0.00,0.00,0.00,1.00,536.00
20304.00,76.00,0.00,0.00,0.00,1.00,110.00
20304.00,76.00,0.00,0.00,0.00,1.00,109.00
20304.00,83.00,0.00,0.00,0.00,1.00,109.00
20304.00,76.00,0.00,0.00,0.00,1.00,156.00
20366.00,67.00,0.00,0.00,0.00,1.00,463.00
20366.00,69.00,0.00,0.00,0.00,1.00,416.00
20366.00,69.00,0.00,0.00,0.00,1.00,645.00
20366.00,73.00,0.00,0.00,0.00,1.00,645.00
20304.00,83.00,0.00,0.00,0.00,1.00,199.00
20304.00,82.00,0.00,0.00,0.00,1.00,199.00
20304.00,83.00,0.00,0.00,0.00,1.00,190.00
20304.00,83.00,0.00,0.00,0.00,1.00,222.00
20304.00,76.00,0.00,0.00,0.00,1.00,173.00
20304.00,69.00,0.00,0.00,0.00,1.00,451.00
20304.00,83.00,0.00,0.00,0.00,1.00,566.00
20304.00,71.00,0.00,0.00,0.00,1.00,173.00
20304.00,83.00,0.00,0.00,0.00,1.00,89.00
20304.00,76.00,0.00,0.00,0.00,1.00,259.00
20304.00,83.00,0.00,0.00,0.00,1.00,238.00
20304.00,80.00,0.00,0.00,0.00,1.00,173.00
20304.00,66.00,0.00,0.00,0.00,1.00,238.00
20304.00,89.00,0.00,0.00,0.00,1.00,237.00
20304.00,83.00,0.00,0.00,0.00,1.00,109.00
20304.00,82.00,0.00,0.00,0.00,1.00,192.00
20304.00,83.00,0.00,0.00,0.00,1.00,262.00
20304.00,80.00,0.00,0.00,0.00,1.00,110.00
20304.00,86.00,0.00,0.00,0.00,1.00,132.00
20304.00,83.00,0.00,0.00,0.00,1.00,175.00
20398.00,70.00,0.00,0.00,0.00,1.00,157.00
20398.00,67.00,0.00,0.00,0.00,1.00,483.00
20398.00,73.00,0.00,0.00,0.00,1.00,925.00
19977.00,68.00,0.00,0.00,0.00,1.00,967.00
19977.00,79.00,0.00,0.00,0.00,1.00,719.00
19977.00,69.00,0.00,0.00,0.00,1.00,719.00
19977.00,68.00,0.00,0.00,0.00,1.00,1605.00
19977.00,69.00,0.00,0.00,0.00,1.00,200.00
19977.00,77.00,0.00,0.00,0.00,1.00,758.00
19977.00,66.00,0.00,0.00,0.00,1.00,200.00
19977.00,73.00,0.00,0.00,0.00,1.00,758.00
20304.00,76.00,0.00,0.00,0.00,1.00,209.00
20355.00,68.00,0.00,0.00,0.00,1.00,1337.00
20355.00,67.00,0.00,0.00,0.00,1.00,1916.00
20355.00,69.00,0.00,0.00,0.00,1.00,2133.00
20355.00,80.00,0.00,0.00,0.00,1.00,2133.00
20355.00,69.00,0.00,0.00,0.00,1.00,529.00
20355.00,80.00,0.00,0.00,0.00,1.00,2075.00
20355.00,83.00,0.00,0.00,0.00,1.00,651.00
20355.00,76.00,0.00,0.00,0.00,1.00,96.00
20355.00,67.00,0.00,0.00,0.00,1.00,529.00
20355.00,80.00,0.00,0.00,0.00,1.00,96.00
20355.00,66.00,0.00,0.00,0.00,1.00,184.00
20355.00,76.00,0.00,0.00,0.00,1.00,184.00
20355.00,66.00,0.00,0.00,0.00,1.00,184.00
20355.00,76.00,0.00,0.00,0.00,1.00,184.00
20355.00,66.00,0.00,0.00,0.00,1.00,184.00
20355.00,76.00,0.00,0.00,0.00,1.00,184.00
20355.00,66.00,0.00,0.00,0.00,1.00,184.00
20355.00,76.00,0.00,0.00,0.00,1.00,184.00
20355.00,68.00,0.00,0.00,0.00,1.00,214.00
20355.00,68.00,0.00,0.00,0.00,1.00,214.00
20355.00,76.00,0.00,0.00,0.00,1.00,214.00
20355.00,68.00,0.00,0.00,0.00,1.00,214.00
20355.00,76.00,0.00,0.00,0.00,1.00,214.00
20355.00,76.00,0.00,0.00,0.00,1.00,214.00
19393.00,76.00,0.00,0.00,0.00,1.00,255.00
19393.00,76.00,0.00,0.00,0.00,1.00,370.00
19393.00,76.00,0.00,0.00,0.00,1.00,337.00
19393.00,76.00,0.00,0.00,0.00,1.00,725.00
19393.00,76.00,0.00,0.00,0.00,1.00,738.00
19393.00,66.00,0.00,0.00,0.00,1.00,223.00
19393.00,66.00,0.00,0.00,0.00,1.00,611.00
19393.00,66.00,0.00,0.00,0.00,1.00,495.00
19393.00,68.00,0.00,0.00,0.00,1.00,239.00
19393.00,68.00,0.00,0.00,0.00,1.00,239.00
19393.00,69.00,0.00,0.00,0.00,1.00,528.00
19393.00,69.00,0.00,0.00,0.00,1.00,748.00
19393.00,69.00,0.00,0.00,0.00,1.00,711.00
19393.00,84.00,0.00,0.00,0.00,1.00,842.00
19393.00,66.00,0.00,0.00,0.00,1.00,748.00
19393.00,79.00,0.00,0.00,0.00,1.00,362.00
19393.00,80.00,0.00,0.00,0.00,1.00,668.00
19393.00,80.00,0.00,0.00,0.00,1.00,255.00
19393.00,80.00,0.00,0.00,0.00,1.00,370.00
19393.00,80.00,0.00,0.00,0.00,1.00,304.00
19393.00,83.00,0.00,0.00,0.00,1.00,304.00
19393.00,83.00,0.00,0.00,0.00,1.00,447.00
19393.00,83.00,0.00,0.00,0.00,1.00,496.00
19393.00,83.00,0.00,0.00,0.00,1.00,495.00
19393.00,83.00,0.00,0.00,0.00,1.00,337.00
19393.00,83.00,0.00,0.00,0.00,1.00,447.00
19393.00,83.00,0.00,0.00,0.00,1.00,372.00
19393.00,83.00,0.00,0.00,0.00,1.00,372.00
19393.00,83.00,0.00,0.00,0.00,1.00,333.00
19393.00,83.00,0.00,0.00,0.00,1.00,342.00
19393.00,83.00,0.00,0.00,0.00,1.00,371.00
19393.00,83.00,0.00,0.00,0.00,1.00,372.00
19393.00,83.00,0.00,0.00,0.00,1.00,372.00
19393.00,83.00,0.00,0.00,0.00,1.00,342.00
19393.00,77.00,0.00,0.00,0.00,1.00,711.00
19393.00,77.00,0.00,0.00,0.00,1.00,937.00
19393.00,77.00,0.00,0.00,0.00,1.00,725.00
19393.00,77.00,0.00,0.00,0.00,1.00,668.00
19393.00,77.00,0.00,0.00,0.00,1.00,738.00
19393.00,79.00,0.00,0.00,0.00,1.00,325.00
19393.00,79.00,0.00,0.00,0.00,1.00,337.00
19393.00,79.00,0.00,0.00,0.00,1.00,446.00
19393.00,71.00,0.00,0.00,0.00,1.00,528.00
19393.00,72.00,0.00,0.00,0.00,1.00,239.00
19393.00,72.00,0.00,0.00,0.00,1.00,239.00
19393.00,72.00,0.00,0.00,0.00,1.00,937.00
19805.00,76.00,0.00,0.00,0.00,1.00,2342.00
20409.00,70.00,0.00,0.00,0.00,1.00,1076.00
20409.00,74.00,0.00,0.00,0.00,1.00,740.00
20409.00,74.00,0.00,0.00,0.00,1.00,1041.00
20409.00,83.00,0.00,0.00,0.00,1.00,1041.00
20409.00,74.00,0.00,0.00,0.00,1.00,1069.00
20409.00,74.00,0.00,0.00,0.00,1.00,1074.00
20409.00,82.00,0.00,0.00,0.00,1.00,1074.00
20409.00,65.00,0.00,0.00,0.00,1.00,1826.00
20409.00,74.00,0.00,0.00,0.00,1.00,1826.00
20409.00,74.00,0.00,0.00,0.00,1.00,1617.00
20409.00,70.00,0.00,0.00,0.00,1.00,1069.00
20409.00,74.00,0.00,0.00,0.00,1.00,301.00
20409.00,83.00,0.00,0.00,0.00,1.00,1598.00
20409.00,74.00,0.00,0.00,0.00,1.00,1005.00
20409.00,70.00,0.00,0.00,0.00,1.00,1076.00
20409.00,76.00,0.00,0.00,0.00,1.00,1076.00
20409.00,82.00,0.00,0.00,0.00,1.00,1074.00
20409.00,66.00,0.00,0.00,0.00,1.00,1237.00
20409.00,70.00,0.00,0.00,0.00,1.00,1237.00
20409.00,74.00,0.00,0.00,0.00,1.00,2248.00
20409.00,66.00,0.00,0.00,0.00,1.00,1249.00
20409.00,82.00,0.00,0.00,0.00,1.00,1249.00
20409.00,80.00,0.00,0.00,0.00,1.00,1023.00
20409.00,74.00,0.00,0.00,0.00,1.00,944.00
20409.00,77.00,0.00,0.00,0.00,1.00,937.00
20409.00,74.00,0.00,0.00,0.00,1.00,2475.00
20409.00,74.00,0.00,0.00,0.00,1.00,1598.00
20409.00,83.00,0.00,0.00,0.00,1.00,1598.00
20409.00,76.00,0.00,0.00,0.00,1.00,950.00
20409.00,84.00,0.00,0.00,0.00,1.00,1005.00
20409.00,74.00,0.00,0.00,0.00,1.00,1428.00
20409.00,74.00,0.00,0.00,0.00,1.00,187.00
20409.00,80.00,0.00,0.00,0.00,1.00,273.00
20409.00,66.00,0.00,0.00,0.00,1.00,187.00
