id,tsunami,year,eq,region,deaths
10151.00,0.00,2015.00,6.00,170.00,18.00
3660.00,0.00,1940.00,6.00,140.00,16.00
4259.00,0.00,1962.00,6.00,130.00,15.00
3686.00,0.00,1941.00,6.00,30.00,15.00
5473.00,0.00,1997.00,6.00,130.00,14.00
4506.00,0.00,1969.00,6.00,130.00,14.00
6829.00,0.00,2005.00,6.00,140.00,13.00
10312.00,0.00,2018.00,6.00,170.00,11.00
5738.00,0.00,2003.00,6.00,40.00,11.00
5263.00,0.00,1990.00,6.00,40.00,11.00
4743.00,0.00,1976.00,6.00,130.00,11.00
4358.00,0.00,1966.00,6.00,140.00,10.00
7881.00,0.00,2008.00,6.00,30.00,8.00
4075.00,0.00,1955.00,6.00,130.00,7.00
5586.00,0.00,2000.00,6.00,140.00,6.00
8004.00,0.00,1932.00,6.00,30.00,6.00
8172.00,0.00,2008.00,6.00,30.00,5.00
5174.00,0.00,1988.00,6.00,100.00,5.00
3800.00,0.00,1945.00,6.00,10.00,5.00
7965.00,0.00,1748.00,6.00,30.00,5.00
10371.00,0.00,2018.00,6.00,60.00,4.00
8168.00,0.00,2008.00,6.00,30.00,4.00
8632.00,0.00,2009.00,6.00,10.00,3.00
4316.00,0.00,1964.00,6.00,130.00,3.00
7991.00,0.00,1904.00,6.00,30.00,3.00
10013.00,0.00,1848.00,6.00,170.00,3.00
10358.00,0.00,2018.00,6.00,140.00,2.00
5648.00,0.00,2002.00,6.00,130.00,2.00
5561.00,0.00,2000.00,6.00,140.00,2.00
5363.00,0.00,1993.00,6.00,150.00,2.00
5153.00,0.00,1987.00,6.00,30.00,2.00
4894.00,0.00,1980.00,6.00,30.00,2.00
3547.00,0.00,1935.00,6.00,30.00,2.00
3563.00,0.00,1935.00,6.00,150.00,2.00
7999.00,0.00,1929.00,6.00,30.00,2.00
7986.00,0.00,1861.00,6.00,30.00,2.00
10299.00,0.00,2018.00,6.00,60.00,1.00
9975.00,0.00,2013.00,6.00,30.00,1.00
9858.00,0.00,2011.00,6.00,170.00,1.00
9812.00,0.00,1965.00,6.00,30.00,1.00
4317.00,0.00,1964.00,6.00,10.00,1.00
3527.00,0.00,1934.00,6.00,30.00,1.00
7996.00,0.00,1916.00,6.00,30.00,1.00
2036.00,0.00,1859.00,6.10,140.00,15000.00
445.00,0.00,1208.00,6.10,40.00,2000.00
2498.00,0.00,1897.00,6.10,140.00,1600.00
5450.00,0.00,1997.00,6.10,140.00,1100.00
5626.00,0.00,2002.00,6.10,40.00,1000.00
2063.00,0.00,1862.00,6.10,140.00,800.00
3549.00,0.00,1935.00,6.10,140.00,540.00
9779.00,1.00,2011.00,6.10,170.00,181.00
5384.00,0.00,1994.00,6.10,40.00,160.00
4103.00,0.00,1956.00,6.10,60.00,156.00
7234.00,0.00,2006.00,6.10,140.00,70.00
1881.00,1.00,1846.00,6.10,130.00,56.00
8892.00,0.00,2010.00,6.10,140.00,51.00
10005.00,0.00,2013.00,6.10,60.00,42.00
4851.00,0.00,1979.00,6.10,170.00,30.00
5046.00,0.00,1984.00,6.10,30.00,29.00
8210.00,0.00,2009.00,6.10,100.00,23.00
5478.00,0.00,1997.00,6.10,60.00,23.00
4272.00,0.00,1962.00,6.10,130.00,16.00
3718.00,0.00,1942.00,6.10,140.00,16.00
4397.00,1.00,1967.00,6.10,170.00,14.00
9829.00,0.00,2011.00,6.10,40.00,14.00
2308.00,0.00,1881.00,6.10,140.00,12.00
8392.00,0.00,2009.00,6.10,60.00,11.00
5224.00,0.00,1990.00,6.10,60.00,11.00
4607.00,0.00,1972.00,6.10,40.00,11.00
5191.00,0.00,1989.00,6.10,10.00,9.00
5291.00,0.00,1991.00,6.10,40.00,8.00
4320.00,0.00,1964.00,6.10,140.00,8.00
9902.00,0.00,2012.00,6.10,130.00,7.00
8133.00,0.00,2008.00,6.10,140.00,7.00
4684.00,0.00,1975.00,6.10,140.00,7.00
4596.00,0.00,1972.00,6.10,160.00,7.00
2467.00,0.00,1895.00,6.10,130.00,7.00
5380.00,0.00,1994.00,6.10,140.00,6.00
5066.00,0.00,1985.00,6.10,170.00,6.00
10268.00,0.00,2017.00,6.10,150.00,5.00
8574.00,0.00,2009.00,6.10,40.00,5.00
4981.00,0.00,1983.00,6.10,140.00,5.00
4659.00,0.00,1974.00,6.10,160.00,5.00
5027.00,0.00,1984.00,6.10,60.00,4.00
7525.00,0.00,2007.00,6.10,30.00,3.00
4941.00,0.00,1982.00,6.10,160.00,3.00
4688.00,0.00,1975.00,6.10,160.00,3.00
10301.00,0.00,2018.00,6.10,40.00,2.00
10240.00,0.00,2017.00,6.10,140.00,2.00
10083.00,0.00,2014.00,6.10,100.00,2.00
9994.00,0.00,2013.00,6.10,140.00,2.00
5381.00,0.00,1994.00,6.10,140.00,2.00
4993.00,0.00,1983.00,6.10,170.00,2.00
4203.00,0.00,1959.00,6.10,130.00,2.00
10313.00,0.00,2018.00,6.10,170.00,1.00
5568.00,1.00,2000.00,6.10,30.00,1.00
9995.00,1.00,1963.00,6.10,140.00,1.00
10319.00,0.00,2017.00,6.10,170.00,1.00
10201.00,0.00,2016.00,6.10,130.00,1.00
10338.00,0.00,2015.00,6.10,170.00,1.00
10093.00,0.00,2014.00,6.10,60.00,1.00
10110.00,0.00,2014.00,6.10,150.00,1.00
10116.00,0.00,2014.00,6.10,30.00,1.00
9957.00,0.00,2013.00,6.10,60.00,1.00
7750.00,0.00,2008.00,6.10,170.00,1.00
5800.00,0.00,2004.00,6.10,160.00,1.00
5676.00,0.00,2003.00,6.10,140.00,1.00
5211.00,0.00,1989.00,6.10,30.00,1.00
5166.00,0.00,1988.00,6.10,140.00,1.00
4256.00,0.00,1962.00,6.10,130.00,1.00
8052.00,0.00,1962.00,6.10,30.00,1.00
5364.00,0.00,1993.00,6.20,60.00,11000.00
4619.00,0.00,1972.00,6.20,100.00,10000.00
4671.00,1.00,1974.00,6.20,60.00,5300.00
5512.00,0.00,1999.00,6.20,160.00,1185.00
10106.00,0.00,2014.00,6.20,30.00,615.00
4642.00,0.00,1973.00,6.20,150.00,600.00
5011.00,0.00,1983.00,6.20,10.00,443.00
10194.00,0.00,2016.00,6.20,130.00,299.00
3747.00,0.00,1943.00,6.20,140.00,285.00
3163.00,0.00,1920.00,6.20,130.00,200.00
4497.00,0.00,1969.00,6.20,160.00,150.00
4610.00,0.00,1972.00,6.20,60.00,100.00
4404.00,0.00,1967.00,6.20,140.00,97.00
1372.00,0.00,1763.00,6.20,110.00,83.00
5424.00,0.00,1995.00,6.20,30.00,81.00
4821.00,0.00,1978.00,6.20,140.00,76.00
5644.00,0.00,2002.00,6.20,170.00,48.00
4945.00,0.00,1982.00,6.20,100.00,43.00
4483.00,0.00,1969.00,6.20,10.00,40.00
2867.00,0.00,1909.00,6.20,120.00,40.00
4350.00,0.00,1965.00,6.20,130.00,32.00
5521.00,0.00,1999.00,6.20,140.00,26.00
5306.00,0.00,1991.00,6.20,100.00,25.00
4206.00,0.00,1959.00,6.20,140.00,18.00
4748.00,0.00,1976.00,6.20,140.00,17.00
3605.00,0.00,1937.00,6.20,160.00,15.00
3575.00,0.00,1936.00,6.20,140.00,12.00
5192.00,0.00,1989.00,6.20,30.00,11.00
5498.00,0.00,1998.00,6.20,130.00,10.00
819.00,1.00,1601.00,6.20,120.00,9.00
5457.00,0.00,1997.00,6.20,40.00,9.00
4071.00,1.00,1955.00,6.20,130.00,8.00
5377.00,0.00,1994.00,6.20,10.00,7.00
4039.00,0.00,1954.00,6.20,150.00,6.00
3400.00,0.00,1929.00,6.20,140.00,6.00
3033.00,0.00,1915.00,6.20,150.00,6.00
3540.00,0.00,1935.00,6.20,140.00,5.00
5323.00,0.00,1992.00,6.20,40.00,4.00
2684.00,0.00,1904.00,6.20,130.00,4.00
4463.00,1.00,1968.00,6.20,90.00,3.00
7465.00,1.00,2007.00,6.20,160.00,2.00
7531.00,1.00,2007.00,6.20,50.00,2.00
5658.00,0.00,2002.00,6.20,10.00,2.00
5350.00,0.00,1993.00,6.20,40.00,2.00
5269.00,0.00,1990.00,6.20,30.00,2.00
5161.00,0.00,1988.00,6.20,170.00,2.00
5142.00,0.00,1987.00,6.20,160.00,2.00
5148.00,0.00,1987.00,6.20,150.00,2.00
5099.00,0.00,1986.00,6.20,160.00,2.00
4980.00,0.00,1983.00,6.20,100.00,2.00
4849.00,0.00,1979.00,6.20,170.00,2.00
3561.00,0.00,1935.00,6.20,150.00,2.00
10232.00,0.00,2016.00,6.20,160.00,1.00
9767.00,0.00,2010.00,6.20,150.00,1.00
8163.00,0.00,2008.00,6.20,160.00,1.00
3973.00,0.00,1951.00,6.20,150.00,1.00
7245.00,0.00,2006.00,6.30,60.00,5749.00
2186.00,0.00,1872.00,6.30,140.00,4000.00
2649.00,0.00,1903.00,6.30,140.00,3560.00
448.00,0.00,1209.00,6.30,30.00,3000.00
3466.00,0.00,1931.00,6.30,40.00,2890.00
643.00,0.00,1487.00,6.30,30.00,1900.00
3675.00,0.00,1941.00,6.30,140.00,730.00
3544.00,0.00,1935.00,6.30,140.00,690.00
8264.00,0.00,2009.00,6.30,130.00,309.00
3325.00,0.00,1927.00,6.30,140.00,268.00
5682.00,0.00,2003.00,6.30,40.00,261.00
596.00,0.00,1440.00,6.30,30.00,200.00
1113.00,0.00,1688.00,6.30,30.00,190.00
3423.00,0.00,1930.00,6.30,40.00,175.00
2990.00,0.00,1913.00,6.30,160.00,150.00
5497.00,0.00,1998.00,6.30,140.00,145.00
2696.00,0.00,1904.00,6.30,30.00,145.00
3516.00,1.00,1933.00,6.30,150.00,120.00
188.00,0.00,780.00,6.30,30.00,100.00
4369.00,0.00,1966.00,6.30,60.00,80.00
8094.00,0.00,1628.00,6.30,30.00,63.00
3069.00,0.00,1917.00,6.30,30.00,54.00
1030.00,0.00,1664.00,6.30,30.00,50.00
1736.00,0.00,1830.00,6.30,40.00,40.00
4341.00,1.00,1965.00,6.30,130.00,38.00
9974.00,0.00,2013.00,6.30,140.00,37.00
5783.00,0.00,2004.00,6.30,140.00,35.00
1746.00,0.00,1831.00,6.30,30.00,33.00
4867.00,0.00,1979.00,6.30,170.00,27.00
5436.00,0.00,1996.00,6.30,40.00,24.00
4083.00,0.00,1955.00,6.30,15.00,22.00
2393.00,0.00,1889.00,6.30,30.00,20.00
5664.00,0.00,2002.00,6.30,60.00,19.00
3807.00,0.00,1945.00,6.30,30.00,17.00
3021.00,1.00,1914.00,6.30,130.00,14.00
4495.00,0.00,1969.00,6.30,10.00,12.00
5074.00,0.00,1985.00,6.30,170.00,10.00
4653.00,0.00,1974.00,6.30,160.00,10.00
8161.00,0.00,2008.00,6.30,40.00,9.00
4261.00,0.00,1962.00,6.30,160.00,9.00
3554.00,0.00,1935.00,6.30,30.00,9.00
9940.00,1.00,1882.00,6.30,30.00,8.00
9938.00,0.00,2012.00,6.30,170.00,6.00
5353.00,0.00,1993.00,6.30,160.00,6.00
3191.00,1.00,1922.00,6.30,170.00,5.00
10325.00,0.00,2018.00,6.30,170.00,4.00
10169.00,0.00,2015.00,6.30,40.00,4.00
10002.00,0.00,2013.00,6.30,30.00,4.00
7972.00,0.00,1969.00,6.30,40.00,4.00
3526.00,0.00,1933.00,6.30,140.00,4.00
3437.00,0.00,1930.00,6.30,30.00,4.00
4429.00,0.00,1968.00,6.30,30.00,3.00
10354.00,0.00,2018.00,6.30,60.00,2.00
9053.00,0.00,2010.00,6.30,160.00,2.00
7925.00,0.00,2008.00,6.30,130.00,2.00
5209.00,0.00,1989.00,6.30,10.00,2.00
10252.00,1.00,2017.00,6.30,130.00,1.00
5813.00,1.00,2004.00,6.30,90.00,1.00
6415.00,1.00,1965.00,6.30,130.00,1.00
10173.00,0.00,2016.00,6.30,15.00,1.00
10104.00,0.00,2014.00,6.30,150.00,1.00
9831.00,0.00,2011.00,6.30,60.00,1.00
7420.00,0.00,2006.00,6.30,170.00,1.00
5839.00,0.00,2005.00,6.30,170.00,1.00
4570.00,0.00,1971.00,6.30,160.00,1.00
4578.00,0.00,1971.00,6.30,160.00,1.00
4357.00,0.00,1966.00,6.30,130.00,1.00
1794.00,1.00,1837.00,6.40,140.00,5000.00
2640.00,0.00,1902.00,6.40,40.00,4880.00
4492.00,0.00,1969.00,6.40,30.00,3000.00
1857.00,0.00,1844.00,6.40,140.00,1500.00
4013.00,0.00,1953.00,6.40,140.00,970.00
5274.00,0.00,1991.00,6.40,40.00,848.00
5765.00,0.00,2004.00,6.40,15.00,628.00
5848.00,0.00,2005.00,6.40,140.00,612.00
4899.00,0.00,1980.00,6.40,150.00,300.00
5692.00,0.00,2003.00,6.40,140.00,177.00
8177.00,0.00,2008.00,6.40,60.00,166.00
3232.00,0.00,1923.00,6.40,140.00,157.00
10174.00,0.00,2016.00,6.40,30.00,117.00
2088.00,0.00,1864.00,6.40,140.00,100.00
5419.00,0.00,1995.00,6.40,140.00,95.00
4858.00,0.00,1979.00,6.40,160.00,72.00
7481.00,0.00,2007.00,6.40,170.00,67.00
4808.00,1.00,1978.00,6.40,130.00,50.00
5404.00,0.00,1995.00,6.40,160.00,45.00
3642.00,1.00,1939.00,6.40,10.00,22.00
10302.00,0.00,2018.00,6.40,30.00,17.00
10349.00,0.00,2018.00,6.40,60.00,17.00
2910.00,0.00,1910.00,6.40,15.00,12.00
5009.00,0.00,1983.00,6.40,170.00,10.00
4507.00,0.00,1969.00,6.40,130.00,9.00
5812.00,0.00,2004.00,6.40,100.00,8.00
3078.00,1.00,1917.00,6.40,170.00,7.00
2564.00,1.00,1899.00,6.40,150.00,6.00
3886.00,0.00,1948.00,6.40,130.00,6.00
5349.00,0.00,1993.00,6.40,170.00,5.00
2589.00,0.00,1901.00,6.40,110.00,4.00
10152.00,0.00,2015.00,6.40,40.00,3.00
5723.00,0.00,2003.00,6.40,90.00,3.00
5503.00,0.00,1998.00,6.40,40.00,3.00
5047.00,0.00,1984.00,6.40,140.00,3.00
7443.00,1.00,1953.00,6.40,170.00,2.00
9853.00,0.00,2011.00,6.40,150.00,2.00
5564.00,0.00,2000.00,6.40,30.00,2.00
5311.00,0.00,1991.00,6.40,160.00,2.00
4890.00,0.00,1980.00,6.40,100.00,2.00
8377.00,1.00,2009.00,6.40,30.00,1.00
10284.00,0.00,2017.00,6.40,160.00,1.00
10136.00,0.00,2015.00,6.40,30.00,1.00
10030.00,0.00,2013.00,6.40,100.00,1.00
5486.00,0.00,1998.00,6.40,40.00,1.00
5463.00,0.00,1997.00,6.40,40.00,1.00
5386.00,0.00,1994.00,6.40,30.00,1.00
5139.00,0.00,1987.00,6.40,160.00,1.00
5098.00,0.00,1986.00,6.40,30.00,1.00
4916.00,0.00,1981.00,6.40,130.00,1.00
4879.00,0.00,1980.00,6.40,150.00,1.00
4882.00,0.00,1980.00,6.40,130.00,1.00
376.00,0.00,1101.00,6.50,140.00,60000.00
318.00,1.00,1008.00,6.50,140.00,16000.00
2013.00,0.00,1857.00,6.50,130.00,10000.00
1436.00,0.00,1779.00,6.50,140.00,10000.00
451.00,0.00,1219.00,6.50,30.00,10000.00
509.00,0.00,1306.00,6.50,30.00,5000.00
8098.00,0.00,1816.00,6.50,30.00,2854.00
3555.00,0.00,1935.00,6.50,30.00,2746.00
1375.00,0.00,1765.00,6.50,30.00,2068.00
2059.00,0.00,1862.00,6.50,30.00,2000.00
1550.00,0.00,1799.00,6.50,30.00,2000.00
836.00,0.00,1606.00,6.50,30.00,2000.00
506.00,0.00,1305.00,6.50,30.00,2000.00
3420.00,0.00,1930.00,6.50,130.00,1430.00
3970.00,0.00,1951.00,6.50,100.00,1100.00
2801.00,1.00,1907.00,6.50,90.00,1000.00
1373.00,0.00,1763.00,6.50,30.00,1000.00
4720.00,0.00,1976.00,6.50,130.00,978.00
4459.00,0.00,1968.00,6.50,140.00,700.00
1253.00,0.00,1730.00,6.50,30.00,658.00
4731.00,0.00,1976.00,6.50,170.00,573.00
2304.00,0.00,1881.00,6.50,30.00,480.00
1591.00,0.00,1811.00,6.50,30.00,480.00
2073.00,1.00,1863.00,6.50,170.00,400.00
2664.00,0.00,1903.00,6.50,140.00,350.00
7964.00,0.00,1738.00,6.50,30.00,336.00
9928.00,0.00,2012.00,6.50,140.00,306.00
4410.00,1.00,1967.00,6.50,90.00,300.00
1331.00,0.00,1755.00,6.50,30.00,270.00
5639.00,0.00,2002.00,6.50,140.00,261.00
5240.00,0.00,1990.00,6.50,160.00,200.00
4888.00,0.00,1980.00,6.50,60.00,200.00
4421.00,0.00,1967.00,6.50,60.00,180.00
3062.00,0.00,1916.00,6.50,30.00,180.00
3353.00,1.00,1928.00,6.50,140.00,170.00
768.00,0.00,1577.00,6.50,30.00,170.00
491.00,0.00,1291.00,6.50,30.00,150.00
5150.00,1.00,1987.00,6.50,170.00,125.00
1816.00,0.00,1839.00,6.50,30.00,117.00
1618.00,0.00,1815.00,6.50,30.00,111.00
10215.00,0.00,2016.00,6.50,60.00,104.00
5447.00,0.00,1997.00,6.50,140.00,88.00
4558.00,0.00,1971.00,6.50,150.00,65.00
3393.00,0.00,1929.00,6.50,140.00,64.00
4482.00,0.00,1969.00,6.50,140.00,53.00
661.00,0.00,1502.00,6.50,30.00,50.00
5620.00,0.00,2002.00,6.50,140.00,44.00
3645.00,0.00,1939.00,6.50,140.00,41.00
4031.00,1.00,1953.00,6.50,130.00,40.00
4656.00,1.00,1974.00,6.50,30.00,30.00
4243.00,0.00,1961.00,6.50,10.00,30.00
5296.00,0.00,1991.00,6.50,170.00,28.00
5413.00,1.00,1995.00,6.50,130.00,26.00
4634.00,0.00,1973.00,6.50,100.00,26.00
10261.00,0.00,2017.00,6.50,30.00,25.00
2866.00,0.00,1909.00,6.50,30.00,21.00
4417.00,0.00,1967.00,6.50,130.00,18.00
1820.00,1.00,1840.00,6.50,170.00,17.00
2335.00,0.00,1884.00,6.50,30.00,17.00
4987.00,1.00,1983.00,6.50,170.00,16.00
3943.00,0.00,1950.00,6.50,170.00,16.00
677.00,1.00,1511.00,6.50,130.00,15.00
2766.00,0.00,1906.00,6.50,30.00,15.00
4975.00,0.00,1983.00,6.50,160.00,10.00
10238.00,0.00,2017.00,6.50,170.00,8.00
4228.00,0.00,1960.00,6.50,130.00,8.00
9760.00,0.00,2010.00,6.50,140.00,7.00
5402.00,0.00,1995.00,6.50,160.00,7.00
8107.00,0.00,1896.00,6.50,40.00,7.00
6573.00,1.00,1898.00,6.50,160.00,6.00
6831.00,0.00,2005.00,6.50,40.00,5.00
5549.00,0.00,1999.00,6.50,170.00,5.00
5907.00,1.00,1754.00,6.50,170.00,4.00
10287.00,0.00,2017.00,6.50,60.00,4.00
5702.00,0.00,2003.00,6.50,170.00,4.00
2061.00,1.00,1862.00,6.50,10.00,3.00
10258.00,0.00,2017.00,6.50,170.00,3.00
7674.00,0.00,2007.00,6.50,170.00,3.00
5771.00,0.00,2004.00,6.50,40.00,3.00
4780.00,0.00,1977.00,6.50,160.00,3.00
3532.00,0.00,1934.00,6.50,30.00,3.00
10164.00,1.00,2015.00,6.50,130.00,2.00
5650.00,1.00,2002.00,6.50,60.00,2.00
3873.00,1.00,1948.00,6.50,130.00,2.00
10276.00,0.00,2017.00,6.50,100.00,2.00
5750.00,0.00,2003.00,6.50,100.00,2.00
5061.00,0.00,1985.00,6.50,170.00,2.00
4240.00,0.00,1961.00,6.50,170.00,2.00
9951.00,0.00,2012.00,6.50,60.00,1.00
5736.00,0.00,2003.00,6.50,170.00,1.00
4692.00,0.00,1975.00,6.50,60.00,1.00
4636.00,0.00,1973.00,6.50,160.00,1.00
8028.00,0.00,1963.00,6.50,40.00,1.00
5751.00,0.00,2003.00,6.60,140.00,31000.00
2434.00,0.00,1893.00,6.60,140.00,18000.00
1053.00,1.00,1668.00,6.60,140.00,17500.00
1066.00,0.00,1673.00,6.60,140.00,5600.00
5495.00,0.00,1998.00,6.60,40.00,4700.00
1315.00,1.00,1751.00,6.60,30.00,2100.00
1921.00,1.00,1851.00,6.60,130.00,2000.00
3072.00,1.00,1917.00,6.60,170.00,1500.00
4137.00,0.00,1957.00,6.60,140.00,1100.00
5167.00,0.00,1988.00,6.60,60.00,1091.00
4957.00,0.00,1982.00,6.60,40.00,500.00
4854.00,0.00,1979.00,6.60,140.00,350.00
5430.00,0.00,1996.00,6.60,30.00,322.00
5592.00,0.00,2001.00,6.60,100.00,315.00
3730.00,0.00,1943.00,6.60,140.00,285.00
9978.00,0.00,2013.00,6.60,30.00,196.00
2715.00,0.00,1905.00,6.60,130.00,120.00
5493.00,0.00,1998.00,6.60,160.00,105.00
5519.00,0.00,1999.00,6.60,60.00,100.00
8160.00,0.00,2008.00,6.60,40.00,74.00
4246.00,0.00,1961.00,6.60,140.00,60.00
1587.00,1.00,1810.00,6.60,30.00,59.00
10360.00,0.00,2018.00,6.60,30.00,44.00
5807.00,0.00,2004.00,6.60,30.00,40.00
2864.00,0.00,1909.00,6.60,130.00,30.00
4788.00,1.00,1978.00,6.60,30.00,25.00
4460.00,1.00,1968.00,6.60,140.00,24.00
4232.00,0.00,1960.00,6.60,10.00,24.00
1560.00,1.00,1802.00,6.60,30.00,19.00
7521.00,1.00,2007.00,6.60,30.00,9.00
4866.00,0.00,1979.00,6.60,170.00,8.00
9841.00,0.00,2011.00,6.60,30.00,7.00
4351.00,0.00,1965.00,6.60,150.00,7.00
2494.00,0.00,1896.00,6.60,40.00,7.00
10186.00,0.00,2016.00,6.60,40.00,6.00
5487.00,0.00,1998.00,6.60,140.00,5.00
5070.00,0.00,1985.00,6.60,40.00,5.00
8552.00,0.00,2009.00,6.60,170.00,3.00
5019.00,1.00,1984.00,6.60,170.00,2.00
10350.00,0.00,2015.00,6.60,150.00,2.00
8451.00,0.00,2009.00,6.60,170.00,2.00
5749.00,0.00,2003.00,6.60,150.00,2.00
5134.00,0.00,1987.00,6.60,170.00,2.00
10365.00,0.00,2016.00,6.60,60.00,1.00
7724.00,0.00,2007.00,6.60,170.00,1.00
5856.00,0.00,2005.00,6.60,30.00,1.00
5517.00,0.00,1999.00,6.60,140.00,1.00
5504.00,0.00,1998.00,6.60,170.00,1.00
5127.00,0.00,1987.00,6.60,170.00,1.00
5060.00,0.00,1985.00,6.60,160.00,1.00
4795.00,0.00,1978.00,6.60,150.00,1.00
1161.00,1.00,1703.00,6.70,130.00,10000.00
910.00,0.00,1627.00,6.70,130.00,5000.00
4921.00,0.00,1981.00,6.70,140.00,3000.00
4697.00,0.00,1975.00,6.70,140.00,2311.00
2269.00,0.00,1879.00,6.70,140.00,2000.00
1977.00,0.00,1855.00,6.70,140.00,1900.00
1982.00,0.00,1855.00,6.70,140.00,1300.00
4055.00,1.00,1954.00,6.70,15.00,1243.00
2559.00,0.00,1899.00,6.70,140.00,1117.00
1823.00,0.00,1840.00,6.70,140.00,1049.00
1948.00,1.00,1853.00,6.70,90.00,1000.00
5995.00,1.00,1711.00,6.70,30.00,1000.00
6800.00,0.00,1971.00,6.70,140.00,1000.00
2341.00,0.00,1884.00,6.70,130.00,745.00
2927.00,0.00,1911.00,6.70,140.00,700.00
2270.00,0.00,1879.00,6.70,140.00,700.00
2424.00,0.00,1893.00,6.70,140.00,400.00
4909.00,0.00,1981.00,6.70,170.00,305.00
2444.00,0.00,1894.00,6.70,130.00,255.00
3614.00,0.00,1938.00,6.70,140.00,224.00
4543.00,0.00,1970.00,6.70,140.00,220.00
4172.00,0.00,1958.00,6.70,140.00,132.00
4940.00,1.00,1982.00,6.70,30.00,110.00
4868.00,1.00,1980.00,6.70,130.00,69.00
5372.00,1.00,1994.00,6.70,150.00,60.00
5279.00,0.00,1991.00,6.70,160.00,53.00
9870.00,0.00,2012.00,6.70,170.00,51.00
3977.00,0.00,1951.00,6.70,140.00,50.00
2258.00,1.00,1878.00,6.70,140.00,40.00
2286.00,0.00,1880.00,6.70,140.00,30.00
10311.00,0.00,2018.00,6.70,170.00,25.00
4915.00,1.00,1981.00,6.70,130.00,22.00
5264.00,0.00,1990.00,6.70,140.00,22.00
5041.00,1.00,1984.00,6.70,30.00,20.00
5241.00,0.00,1990.00,6.70,110.00,14.00
10170.00,0.00,2016.00,6.70,60.00,13.00
9840.00,0.00,2011.00,6.70,60.00,10.00
4718.00,0.00,1976.00,6.70,160.00,10.00
4178.00,0.00,1958.00,6.70,170.00,8.00
3907.00,1.00,1949.00,6.70,130.00,7.00
10280.00,1.00,1976.00,6.70,100.00,5.00
5040.00,0.00,1984.00,6.70,90.00,5.00
10260.00,1.00,2017.00,6.70,140.00,2.00
5132.00,1.00,1987.00,6.70,30.00,2.00
9884.00,0.00,2012.00,6.70,160.00,2.00
5525.00,0.00,1999.00,6.70,100.00,2.00
2078.00,0.00,1863.00,6.70,140.00,2.00
7448.00,1.00,2007.00,6.70,30.00,1.00
5616.00,0.00,2002.00,6.70,170.00,1.00
5563.00,0.00,2000.00,6.70,170.00,1.00
488.00,0.00,1290.00,6.80,30.00,100000.00
5184.00,0.00,1988.00,6.80,40.00,25000.00
344.00,0.00,1057.00,6.80,30.00,25000.00
254.00,0.00,871.00,6.80,140.00,20000.00
1619.00,0.00,1815.00,6.80,30.00,13000.00
3914.00,0.00,1949.00,6.80,160.00,6000.00
984.00,0.00,1652.00,6.80,30.00,3000.00
1088.00,0.00,1680.00,6.80,30.00,2700.00
4376.00,0.00,1966.00,6.80,140.00,2394.00
5694.00,1.00,2003.00,6.80,15.00,2266.00
1185.00,0.00,1713.00,6.80,30.00,2100.00
2378.00,0.00,1887.00,6.80,30.00,2000.00
3090.00,0.00,1917.00,6.80,30.00,1800.00
2762.00,0.00,1906.00,6.80,30.00,1258.00
1895.00,0.00,1848.00,6.80,30.00,1001.00
2464.00,0.00,1895.00,6.80,140.00,1000.00
1317.00,0.00,1751.00,6.80,30.00,900.00
5387.00,0.00,1994.00,6.80,160.00,650.00
3267.00,0.00,1925.00,6.80,30.00,395.00
4107.00,0.00,1956.00,6.80,140.00,347.00
3917.00,0.00,1949.00,6.80,140.00,320.00
2433.00,0.00,1893.00,6.80,30.00,288.00
1516.00,1.00,1792.00,6.80,30.00,252.00
4825.00,0.00,1979.00,6.80,140.00,200.00
754.00,0.00,1568.00,6.80,30.00,200.00
4911.00,0.00,1981.00,6.80,30.00,150.00
3358.00,0.00,1928.00,6.80,110.00,127.00
3881.00,0.00,1948.00,6.80,30.00,110.00
3948.00,1.00,1950.00,6.80,90.00,100.00
4391.00,0.00,1967.00,6.80,160.00,98.00
3696.00,0.00,1942.00,6.80,30.00,90.00
8115.00,0.00,1893.00,6.80,40.00,90.00
5983.00,1.00,1674.00,6.80,170.00,86.00
5422.00,0.00,1995.00,6.80,170.00,84.00
9801.00,0.00,2011.00,6.80,60.00,75.00
3252.00,0.00,1924.00,6.80,140.00,60.00
1686.00,1.00,1825.00,6.80,130.00,58.00
3841.00,0.00,1946.00,6.80,30.00,58.00
4394.00,0.00,1967.00,6.80,170.00,54.00
4677.00,0.00,1975.00,6.80,60.00,47.00
4270.00,0.00,1962.00,6.80,160.00,47.00
1381.00,1.00,1766.00,6.80,90.00,40.00
6798.00,1.00,1977.00,6.80,170.00,34.00
5584.00,0.00,2000.00,6.80,40.00,31.00
2148.00,1.00,1868.00,6.80,150.00,30.00
3789.00,0.00,1944.00,6.80,140.00,30.00
3329.00,0.00,1927.00,6.80,30.00,30.00
9943.00,0.00,2012.00,6.80,60.00,26.00
10043.00,0.00,2013.00,6.80,60.00,22.00
4407.00,0.00,1967.00,6.80,160.00,20.00
6583.00,1.00,1925.00,6.80,170.00,17.00
4049.00,0.00,1954.00,6.80,170.00,13.00
3270.00,0.00,1925.00,6.80,150.00,13.00
3330.00,1.00,1927.00,6.80,110.00,11.00
5414.00,0.00,1995.00,6.80,30.00,11.00
